36.541958,-119.393227
36.543159,-119.394966
36.545891,-119.395020
36.545792,-119.391098
36.545708,-119.388634
36.545704,-119.388435
36.545612,-119.385040
36.545387,-119.376953
36.541794,-119.376915
36.539021,-119.376892
36.533314,-119.376869
36.531094,-119.376831
36.531143,-119.382393
36.531158,-119.383530
36.530880,-119.383492
36.530857,-119.383095
36.531055,-119.383049
36.531193,-119.383659
36.531227,-119.385391
36.531235,-119.385864
36.533691,-119.385880
36.535477,-119.385910
36.537994,-119.388741
36.538643,-119.389427
36.538708,-119.389481
36.539085,-119.390007
36.539265,-119.389961
36.539879,-119.389091
36.540787,-119.390022
36.540867,-119.390015
36.540901,-119.390167
36.541107,-119.390480
36.541870,-119.391304
36.541893,-119.391388
36.541149,-119.392357
36.541912,-119.393181
