36.541973,-119.393250
36.542942,-119.394402
36.543118,-119.394920
36.544369,-119.394981
36.545685,-119.394989
36.549469,-119.395020
36.549480,-119.394783
36.549366,-119.390572
36.548691,-119.390594
36.547642,-119.390503
36.547626,-119.390060
36.547615,-119.388252
36.552830,-119.388268
36.552948,-119.388283
36.552914,-119.387665
36.552887,-119.386002
36.554600,-119.386024
36.554676,-119.386024
36.554718,-119.386330
36.554760,-119.387650
36.554783,-119.388176
36.554790,-119.388298
36.555347,-119.388298
36.560173,-119.388313
36.560062,-119.385399
36.560043,-119.384987
36.559910,-119.381660
36.559803,-119.377060
36.558071,-119.377052
36.556282,-119.377007
36.556355,-119.378891
36.556385,-119.381424
36.556297,-119.381538
36.552860,-119.381500
36.552742,-119.381470
36.552757,-119.381042
36.552742,-119.380981
36.552647,-119.376961
36.549450,-119.376923
36.546413,-119.376968
36.545494,-119.376961
36.545387,-119.376884
36.545414,-119.371742
36.544437,-119.371628
36.544418,-119.370850
36.544464,-119.370766
36.545555,-119.370750
36.545517,-119.376488
36.545555,-119.379211
36.545685,-119.386314
36.545113,-119.386971
36.544094,-119.388313
36.542679,-119.390221
36.541180,-119.392258
36.541374,-119.392654
36.541943,-119.393196
