1638976175,36.543903,-119.392540
1638976179,36.542110,-119.392906
1638976181,36.541733,-119.393066
1638976184,36.541759,-119.393066
1638976187,36.541759,-119.393066
1638976190,36.541759,-119.393066
1638976193,36.541759,-119.393066
1638976196,36.541759,-119.393066
1638976199,36.541759,-119.393074
1638976202,36.541775,-119.393066
1638976205,36.541786,-119.393082
1638976208,36.541824,-119.393150
1638976212,36.541908,-119.393303
1638976215,36.541908,-119.393303
1638976218,36.541985,-119.393661
1638976221,36.541866,-119.393814
1638976224,36.541790,-119.393913
1638976227,36.541786,-119.393913
1638976230,36.541790,-119.393906
1638976233,36.541790,-119.393906
1638976236,36.541767,-119.393936
1638976239,36.541676,-119.394043
1638976242,36.541531,-119.394226
1638976245,36.541386,-119.394432
1638976248,36.541325,-119.394531
1638976251,36.541306,-119.394600
1638976254,36.541336,-119.394745
1638976257,36.541351,-119.394829
1638976260,36.541355,-119.394836
1638976263,36.541359,-119.394836
1638976266,36.541363,-119.394836
1638976269,36.541363,-119.394836
1638976272,36.541367,-119.394836
1638976275,36.541367,-119.394836
1638976278,36.541367,-119.394836
1638976281,36.541367,-119.394836
1638976284,36.541374,-119.394844
1638976287,36.541386,-119.394989
1638976290,36.541389,-119.395180
1638976293,36.541382,-119.395370
1638976296,36.541393,-119.395653
1638976299,36.541504,-119.395973
1638976302,36.541702,-119.396294
1638976305,36.541950,-119.396606
1638976308,36.542202,-119.396927
1638976311,36.542355,-119.397293
1638976314,36.542366,-119.397697
1638976317,36.542366,-119.397697
1638976320,36.542362,-119.398735
1638976323,36.542358,-119.399055
1638976326,36.542355,-119.399567
1638976329,36.542355,-119.400085
1638976332,36.542351,-119.400620
1638976335,36.542347,-119.401161
1638976338,36.542339,-119.401711
1638976341,36.542336,-119.402267
1638976344,36.542336,-119.402840
1638976347,36.542339,-119.403374
1638976350,36.542332,-119.403740
1638976353,36.542347,-119.403931
1638976356,36.542362,-119.403992
1638976359,36.542461,-119.404068
1638976362,36.542667,-119.404060
1638976365,36.542969,-119.404053
1638976368,36.543465,-119.404053
1638976371,36.543743,-119.404053
1638976374,36.544159,-119.404053
1638976377,36.544571,-119.404053
1638976380,36.544704,-119.404053
1638976383,36.545444,-119.404083
1638976386,36.545670,-119.404099
1638976389,36.545738,-119.404099
1638976392,36.545753,-119.404099
1638976395,36.545769,-119.404099
1638976398,36.545742,-119.404091
1638976401,36.545746,-119.404091
1638976404,36.545765,-119.404091
1638976407,36.545837,-119.404099
1638976410,36.545990,-119.404137
1638976413,36.546078,-119.404297
1638976416,36.546082,-119.404549
1638976419,36.546097,-119.404900
1638976422,36.546104,-119.405327
1638976425,36.546104,-119.405800
1638976428,36.546120,-119.406303
1638976431,36.546127,-119.406845
1638976434,36.546135,-119.407417
