36.541946,-119.393303
36.543049,-119.394554
36.543159,-119.394951
36.544724,-119.394958
36.544846,-119.395042
36.545982,-119.395035
36.546364,-119.395050
36.546822,-119.395042
36.548641,-119.395050
36.550365,-119.395065
36.551552,-119.395073
36.553371,-119.395065
36.554123,-119.395073
36.555771,-119.395096
36.556282,-119.395103
36.556812,-119.395119
36.558155,-119.395134
36.560349,-119.395157
36.562424,-119.395142
36.565178,-119.395111
36.566689,-119.395096
36.568363,-119.395081
36.571297,-119.395058
36.574913,-119.395020
36.578941,-119.395042
36.582245,-119.395027
36.585461,-119.395004
36.588997,-119.394989
36.591515,-119.394981
36.595020,-119.394966
36.598412,-119.394951
36.600952,-119.394943
36.603909,-119.394905
36.603954,-119.394928
36.603989,-119.394997
36.603989,-119.395142
36.603977,-119.396721
36.603985,-119.398643
36.604034,-119.404594
36.604057,-119.410332
36.604092,-119.414864
36.604107,-119.420120
36.604126,-119.425461
36.604225,-119.432022
36.604164,-119.434700
36.604183,-119.434845
36.604206,-119.435158
36.604206,-119.435570
36.604218,-119.438438
36.604206,-119.439758
36.604179,-119.439835
36.604176,-119.440048
36.604179,-119.445961
36.604191,-119.448692
36.606831,-119.448715
36.608875,-119.448708
36.609673,-119.448708
36.609653,-119.450516
36.609646,-119.450966
36.608009,-119.450951
36.607784,-119.450935
36.607803,-119.448746
36.604191,-119.448738
36.604206,-119.453110
36.604218,-119.455162
36.604244,-119.455360
36.604252,-119.456039
36.604290,-119.457680
36.604572,-119.457680
36.606499,-119.457687
36.606499,-119.458191
36.605785,-119.458473
36.605778,-119.458443
36.605576,-119.457710
36.603985,-119.457718
36.601089,-119.457726
36.600536,-119.457726
36.600418,-119.457741
36.600338,-119.457794
36.600098,-119.458061
36.600014,-119.458183
36.599991,-119.458214
36.599461,-119.457848
36.599331,-119.457855
36.599110,-119.457779
36.598843,-119.457741
36.598602,-119.457710
36.597870,-119.457703
36.595398,-119.457703
36.593433,-119.457695
36.590271,-119.457687
36.587837,-119.457664
36.587467,-119.457687
36.587215,-119.457726
36.586765,-119.457764
36.586235,-119.457764
36.585617,-119.457764
36.585445,-119.457741
36.585064,-119.457741
36.583248,-119.457771
36.580666,-119.457779
36.580669,-119.455879
36.580666,-119.451714
36.580662,-119.450432
36.580688,-119.450035
36.580727,-119.449532
36.580734,-119.449234
36.580746,-119.448860
36.580750,-119.448708
36.586655,-119.448639
36.587170,-119.448662
36.587234,-119.448692
36.587326,-119.448700
36.589703,-119.448685
36.589722,-119.444267
36.590595,-119.444260
36.590576,-119.439812
36.589695,-119.439812
36.589668,-119.442215
36.589691,-119.448662
36.587921,-119.448654
36.584068,-119.448715
36.578281,-119.448761
36.575184,-119.448868
36.568047,-119.448799
36.564411,-119.448685
36.560753,-119.448677
36.558270,-119.448723
36.553421,-119.448593
36.546452,-119.448639
36.546242,-119.430336
36.546135,-119.422272
36.546085,-119.412804
36.546082,-119.411224
36.545994,-119.404114
36.544064,-119.404083
36.542294,-119.404068
36.542294,-119.402428
36.542313,-119.397781
36.542316,-119.397400
36.542309,-119.397293
36.542263,-119.397125
36.542160,-119.396950
36.542023,-119.396774
36.541759,-119.396477
36.541672,-119.396378
36.541515,-119.396194
36.541443,-119.396049
36.541355,-119.395836
36.541328,-119.395691
36.541317,-119.395500
36.541321,-119.395195
36.541317,-119.395042
36.541317,-119.394943
36.544724,-119.394951
36.544739,-119.394661
36.543537,-119.393265
36.541836,-119.391350
36.541111,-119.392349
36.541924,-119.393280
