1638984737,36.542099,-119.392700
1638984740,36.542233,-119.393021
1638984743,36.541737,-119.392876
1638984746,36.541645,-119.392853
1638984749,36.541653,-119.392860
1638984752,36.541660,-119.392860
1638984755,36.541664,-119.392860
1638984758,36.541664,-119.392860
1638984761,36.541664,-119.392860
1638984764,36.541664,-119.392860
1638984767,36.541664,-119.392860
1638984770,36.541664,-119.392860
1638984773,36.541664,-119.392860
1638984776,36.541664,-119.392860
1638984779,36.541664,-119.392860
1638984782,36.541664,-119.392860
1638984785,36.541664,-119.392860
1638984788,36.541664,-119.392860
1638984791,36.541664,-119.392860
1638984794,36.541664,-119.392860
1638984797,36.541664,-119.392860
1638984800,36.541664,-119.392860
1638984803,36.541664,-119.392860
1638984806,36.541664,-119.392860
1638984809,36.541664,-119.392860
1638984812,36.541664,-119.392860
1638984815,36.541664,-119.392860
1638984818,36.541664,-119.392860
1638984821,36.541664,-119.392860
1638984824,36.541664,-119.392860
1638984827,36.541664,-119.392860
1638984830,36.541664,-119.392860
1638984833,36.541676,-119.392868
1638984836,36.541687,-119.392914
1638984839,36.541752,-119.393028
1638984842,36.541859,-119.393173
1638984845,36.541969,-119.393295
1638984848,36.542038,-119.393387
1638984851,36.542053,-119.393456
1638984854,36.542015,-119.393585
1638984857,36.541920,-119.393745
1638984860,36.541847,-119.393845
1638984863,36.541832,-119.393860
1638984866,36.541832,-119.393852
1638984869,36.541824,-119.393852
1638984872,36.541790,-119.393898
1638984875,36.541698,-119.394012
1638984878,36.541569,-119.394196
1638984881,36.541447,-119.394363
1638984884,36.541382,-119.394470
1638984887,36.541378,-119.394493
1638984890,36.541367,-119.394516
1638984893,36.541367,-119.394524
1638984896,36.541363,-119.394547
1638984899,36.541332,-119.394661
1638984902,36.541363,-119.394783
1638984905,36.541344,-119.394829
1638984908,36.541348,-119.394829
1638984911,36.541401,-119.394875
1638984914,36.541416,-119.394882
1638984917,36.541416,-119.394875
1638984920,36.541424,-119.394882
1638984923,36.541424,-119.394882
