36.541943,-119.393250
36.542053,-119.393410
36.542072,-119.393456
36.541332,-119.394485
36.541275,-119.394547
36.541367,-119.394836
36.541325,-119.395447
36.541431,-119.395859
36.542240,-119.397011
36.542351,-119.397362
36.542339,-119.398659
36.542355,-119.401527
36.542347,-119.403976
36.543400,-119.403976
36.545830,-119.404076
36.546074,-119.404305
36.546089,-119.405884
36.546204,-119.412682
36.546261,-119.412773
36.547085,-119.412766
36.549370,-119.412811
36.549324,-119.411034
36.549324,-119.410751
36.549320,-119.410271
36.549976,-119.410263
36.550037,-119.410172
36.550041,-119.409302
36.550011,-119.407768
36.550034,-119.406548
36.549984,-119.406319
36.549774,-119.406349
36.549526,-119.406303
36.549538,-119.405838
36.549568,-119.404144
36.548771,-119.404129
36.547348,-119.404121
36.546146,-119.404137
36.545940,-119.404037
36.545826,-119.395119
36.548672,-119.395042
36.554146,-119.394958
36.556725,-119.394997
36.556629,-119.390915
36.556610,-119.390633
36.553677,-119.390617
36.553028,-119.390625
36.553104,-119.395180
36.552219,-119.395226
36.552265,-119.395706
36.552227,-119.396423
36.552490,-119.396996
36.553055,-119.397842
36.553089,-119.399384
36.553116,-119.402847
36.553165,-119.403839
36.553200,-119.404015
36.554157,-119.404205
36.554539,-119.404259
36.555187,-119.404228
36.555840,-119.404198
36.556232,-119.404053
36.556503,-119.403938
36.556641,-119.403770
36.557072,-119.403862
36.557613,-119.403992
36.558365,-119.404236
36.559376,-119.404213
36.560341,-119.404160
36.560467,-119.404167
36.560452,-119.399704
36.557873,-119.399689
36.553055,-119.399582
36.553047,-119.398750
36.553017,-119.397949
36.552803,-119.397507
36.552422,-119.396965
36.552254,-119.396759
36.552185,-119.396156
36.552090,-119.395164
36.551754,-119.395180
36.546124,-119.395126
36.544952,-119.395081
36.544689,-119.394890
36.544701,-119.394730
36.544506,-119.394470
36.543690,-119.393555
36.543007,-119.392769
36.541969,-119.391655
36.541817,-119.391373
36.541191,-119.392258
36.541191,-119.392380
36.541908,-119.393188
